Time,Bond,Side,Notional,Counterparty,MidPrice,QuotedPrice,Competitors,Traded,NextMidPrice
25021,Bond_1,Bid,1510000,Ctpy_0,171.849999999999,171.729999999999,4,0,171.719999999999
25022,Bond_1,Bid,1000,Ctpy_3,171.719999999999,171.659999999999,4,1,171.469999999999
25023,Bond_0,Bid,1000,Ctpy_0,97.180000000001,97.150000000001,4,0,97.170000000001
25024,Bond_0,Bid,1000,Ctpy_1,97.170000000001,97.150000000001,2,0,97.270000000001
25025,Bond_2,Bid,1000,Ctpy_3,124.319999999999,123.969999999999,4,0,124.289999999999
25026,Bond_2,Bid,1000,Ctpy_0,124.289999999999,124.279999999999,1,1,124.239999999999
25027,Bond_1,Offer,1000,Ctpy_3,172.059999999999,172.219999999999,2,0,172.209999999999
25028,Bond_2,Offer,1000,Ctpy_1,124.169999999999,124.219999999999,4,0,124.239999999999
25029,Bond_2,Offer,1000,Ctpy_1,124.239999999999,124.249999999999,2,1,124.019999999999
25030,Bond_0,Offer,1000,Ctpy_2,97.400000000001,97.410000000001,1,0,97.480000000001
25031,Bond_0,Offer,10000000,Ctpy_1,97.480000000001,97.920000000001,4,0,97.590000000001
25032,Bond_0,Bid,570000,Ctpy_3,97.590000000001,97.580000000001,3,1,97.530000000001
25033,Bond_0,Offer,1000,Ctpy_3,97.530000000001,97.570000000001,1,0,97.560000000001
25034,Bond_0,Bid,10000000,Ctpy_3,97.560000000001,97.560000000001,4,1,97.370000000001
25035,Bond_0,Bid,1000,Ctpy_1,97.370000000001,97.360000000001,3,1,97.350000000001
25036,Bond_0,Bid,1680000,Ctpy_1,97.350000000001,97.000000000001,3,0,97.350000000001
25037,Bond_0,Bid,1000,Ctpy_1,97.350000000001,97.330000000001,1,0,97.320000000001
25038,Bond_2,Offer,1000,Ctpy_3,124.209999999999,124.229999999999,2,1,124.289999999999
25039,Bond_1,Offer,30000,Ctpy_1,171.899999999999,171.979999999999,1,0,172.279999999999
25040,Bond_0,Offer,1000,Ctpy_1,97.370000000001,97.380000000001,1,1,97.320000000001
25041,Bond_2,Bid,10000000,Ctpy_3,124.269999999999,124.239999999999,3,1,124.459999999999
25042,Bond_2,Bid,1000,Ctpy_3,124.459999999999,124.439999999999,4,1,124.709999999999
25043,Bond_2,Bid,1000,Ctpy_0,124.709999999999,124.659999999999,4,0,124.619999999999
25044,Bond_0,Bid,1000,Ctpy_3,97.480000000001,97.470000000001,1,1,97.430000000001
25045,Bond_0,Bid,1000,Ctpy_3,97.430000000001,97.370000000001,1,0,97.410000000001
25046,Bond_2,Offer,1000,Ctpy_3,124.579999999999,124.639999999999,1,0,124.579999999999
25047,Bond_0,Bid,20000,Ctpy_1,97.480000000001,97.480000000001,3,1,97.400000000001
25048,Bond_2,Offer,1000,Ctpy_2,124.519999999999,124.539999999999,2,0,124.619999999999
25049,Bond_2,Offer,1000,Ctpy_1,124.619999999999,124.649999999999,1,0,124.419999999999
25050,Bond_0,Offer,20000,Ctpy_3,97.490000000001,97.500000000001,1,1,97.340000000001
25051,Bond_2,Offer,1000,Ctpy_3,124.219999999999,124.239999999999,2,1,124.429999999999
25052,Bond_0,Bid,1000,Ctpy_1,97.470000000001,97.460000000001,1,1,97.270000000001
25053,Bond_2,Offer,10000000,Ctpy_1,124.709999999999,124.789999999999,2,0,124.609999999999
25054,Bond_2,Bid,1000,Ctpy_2,124.609999999999,124.489999999999,1,0,124.599999999999
25055,Bond_2,Offer,1000,Ctpy_3,124.599999999999,124.609999999999,2,1,124.669999999999
25056,Bond_0,Offer,20000,Ctpy_0,97.200000000001,97.210000000001,1,1,97.210000000001
25057,Bond_2,Offer,1000,Ctpy_0,124.409999999999,124.449999999999,3,0,124.419999999999
25058,Bond_0,Offer,20000,Ctpy_1,97.240000000001,97.250000000001,2,1,97.260000000001
25059,Bond_2,Offer,1000,Ctpy_0,124.519999999999,124.559999999999,2,0,124.579999999999
25060,Bond_0,Offer,1000,Ctpy_1,97.100000000001,97.110000000001,3,1,97.110000000001
25061,Bond_2,Bid,1000,Ctpy_3,124.609999999999,124.579999999999,1,0,124.719999999999
25062,Bond_0,Bid,10000000,Ctpy_3,97.260000000001,97.250000000001,1,1,97.120000000001
25063,Bond_1,Offer,320000,Ctpy_3,173.279999999999,173.379999999999,4,1,173.269999999999
25064,Bond_2,Bid,10000000,Ctpy_0,124.669999999999,124.649999999999,2,1,124.499999999999
25065,Bond_0,Offer,1000,Ctpy_3,96.900000000001,96.910000000001,1,0,96.970000000001
25066,Bond_1,Bid,1000,Ctpy_3,173.209999999999,173.189999999999,4,1,172.839999999999
25067,Bond_0,Bid,4510000,Ctpy_1,97.140000000001,97.100000000001,4,0,97.070000000001
25068,Bond_0,Bid,1000,Ctpy_3,97.070000000001,97.060000000001,1,0,97.0000000000011
25069,Bond_0,Bid,1000,Ctpy_0,97.0000000000011,96.9700000000011,1,0,96.990000000001
25070,Bond_2,Bid,1000,Ctpy_0,124.469999999999,124.399999999999,1,0,124.419999999999
25071,Bond_0,Bid,540000,Ctpy_3,97.200000000001,97.150000000001,2,0,97.190000000001
25072,Bond_2,Offer,1000,Ctpy_1,124.309999999999,124.319999999999,1,1,124.399999999999
25073,Bond_2,Bid,1000,Ctpy_1,124.399999999999,124.359999999999,2,1,124.539999999999
25074,Bond_0,Offer,1000,Ctpy_1,97.190000000001,97.220000000001,4,1,97.140000000001
25075,Bond_0,Offer,10000,Ctpy_1,97.140000000001,97.150000000001,4,1,97.010000000001
25076,Bond_1,Bid,1000,Ctpy_0,172.949999999999,172.839999999999,3,0,172.809999999999
25077,Bond_0,Bid,90000,Ctpy_3,96.930000000001,96.820000000001,2,0,96.890000000001
25078,Bond_2,Offer,1000,Ctpy_0,123.859999999999,123.869999999999,1,1,123.929999999999
25079,Bond_2,Bid,1000,Ctpy_3,123.929999999999,123.909999999999,3,1,123.879999999999
25080,Bond_2,Bid,1000,Ctpy_3,123.879999999999,123.869999999999,1,1,123.989999999999
25081,Bond_2,Offer,1000,Ctpy_3,123.989999999999,123.999999999999,1,1,123.929999999999
25082,Bond_2,Bid,1000,Ctpy_3,123.929999999999,123.919999999999,4,1,123.629999999999
25083,Bond_0,Bid,1000,Ctpy_3,96.840000000001,96.690000000001,3,0,96.870000000001
25084,Bond_0,Bid,10000000,Ctpy_1,96.870000000001,96.870000000001,4,1,96.740000000001
25085,Bond_0,Bid,1000,Ctpy_1,96.740000000001,96.730000000001,2,1,96.630000000001
25086,Bond_0,Offer,1000,Ctpy_3,96.630000000001,96.800000000001,1,0,96.6700000000011
25087,Bond_2,Bid,1000,Ctpy_1,123.709999999999,123.669999999999,3,1,123.619999999999
25088,Bond_0,Bid,1000,Ctpy_0,96.550000000001,96.520000000001,1,0,96.550000000001
25089,Bond_2,Bid,10000000,Ctpy_0,123.369999999999,123.299999999999,1,0,123.339999999999
25090,Bond_0,Offer,10000000,Ctpy_3,96.540000000001,96.660000000001,3,0,96.600000000001
25091,Bond_0,Bid,1000,Ctpy_1,96.600000000001,96.590000000001,3,1,96.370000000001
25092,Bond_2,Offer,1000,Ctpy_1,123.309999999999,123.349999999999,3,1,123.269999999999
25093,Bond_1,Offer,1000,Ctpy_3,170.629999999999,170.729999999999,2,0,170.889999999999
25094,Bond_0,Offer,1000,Ctpy_3,96.420000000001,96.430000000001,4,1,96.420000000001
25095,Bond_0,Bid,1000,Ctpy_1,96.420000000001,96.420000000001,2,1,96.400000000001
25096,Bond_0,Offer,1000,Ctpy_0,96.400000000001,96.420000000001,4,1,96.430000000001
25097,Bond_0,Bid,1000,Ctpy_0,96.430000000001,96.430000000001,2,1,96.410000000001
25098,Bond_0,Offer,1000,Ctpy_0,96.410000000001,96.430000000001,3,1,96.490000000001
25099,Bond_1,Offer,140000,Ctpy_0,170.749999999999,170.909999999999,2,0,170.859999999999
25100,Bond_2,Offer,10000,Ctpy_3,123.119999999999,123.139999999999,2,1,122.899999999999
25101,Bond_0,Offer,1000,Ctpy_3,96.440000000001,96.4500000000011,1,1,96.460000000001
25102,Bond_1,Offer,1000,Ctpy_3,171.099999999999,171.209999999999,2,0,171.199999999999
25103,Bond_2,Offer,1000,Ctpy_0,122.749999999999,122.859999999999,3,0,122.839999999999
25104,Bond_0,Offer,1000,Ctpy_1,96.660000000001,96.6700000000011,2,1,96.710000000001
25105,Bond_2,Offer,1000,Ctpy_1,122.759999999999,122.809999999999,1,0,122.899999999999
25106,Bond_0,Offer,270000,Ctpy_1,96.770000000001,96.820000000001,1,0,96.7000000000011
25107,Bond_0,Offer,1000,Ctpy_3,96.7000000000011,96.7400000000011,4,1,96.7400000000011
25108,Bond_0,Offer,1000,Ctpy_3,96.7400000000011,96.7500000000011,4,1,96.7700000000011
25109,Bond_0,Offer,1000,Ctpy_3,96.7700000000011,96.8000000000011,2,1,96.5500000000011
25110,Bond_2,Bid,1000,Ctpy_0,123.259999999999,123.229999999999,3,1,123.149999999999
25111,Bond_0,Bid,1000,Ctpy_3,96.3700000000011,96.3400000000011,1,0,96.3500000000011
25112,Bond_2,Offer,1000,Ctpy_3,123.159999999999,123.229999999999,1,0,123.189999999999
25113,Bond_2,Bid,10000,Ctpy_3,123.189999999999,123.149999999999,2,1,123.309999999999
25114,Bond_2,Bid,1000,Ctpy_3,123.309999999999,123.259999999999,2,0,123.619999999999
25115,Bond_1,Offer,1000,Ctpy_3,171.209999999999,171.269999999999,1,0,171.319999999999
25116,Bond_2,Bid,10000000,Ctpy_1,123.489999999999,123.449999999999,3,1,123.409999999999
25117,Bond_2,Offer,10000000,Ctpy_3,123.409999999999,123.539999999999,4,1,123.399999999999
25118,Bond_0,Offer,1000,Ctpy_1,96.290000000001,96.330000000001,2,0,96.100000000001
25119,Bond_0,Offer,1000,Ctpy_2,96.100000000001,96.210000000001,4,0,96.1100000000011
25120,Bond_2,Offer,1000,Ctpy_3,123.499999999999,123.569999999999,4,1,123.119999999999
25121,Bond_2,Bid,1000,Ctpy_3,123.119999999999,123.089999999999,3,1,123.089999999999
25122,Bond_2,Offer,1000,Ctpy_1,123.089999999999,123.229999999999,4,0,123.109999999999
25123,Bond_0,Bid,1000,Ctpy_1,95.9900000000011,95.9800000000011,1,1,96.0300000000011
25124,Bond_0,Offer,1000,Ctpy_1,96.0300000000011,96.0300000000011,3,1,96.2300000000011
25125,Bond_2,Offer,1000,Ctpy_3,122.919999999999,122.959999999999,2,0,123.049999999999
25126,Bond_2,Bid,1000,Ctpy_0,123.049999999999,122.989999999999,2,0,123.009999999999
25127,Bond_2,Bid,10000000,Ctpy_0,123.009999999999,122.999999999999,4,1,122.999999999999
25128,Bond_2,Offer,1000,Ctpy_3,122.999999999999,123.179999999999,1,0,122.899999999999
25129,Bond_2,Bid,10000000,Ctpy_3,122.899999999999,122.849999999999,3,1,122.859999999999
25130,Bond_0,Offer,1000,Ctpy_3,96.0400000000011,96.0600000000011,3,1,96.1500000000011
25131,Bond_0,Bid,1020000,Ctpy_0,96.1500000000011,96.1300000000011,3,1,96.0400000000011
25132,Bond_0,Offer,1000,Ctpy_3,96.0400000000011,96.0500000000011,1,1,96.0400000000011
25133,Bond_0,Offer,1000,Ctpy_2,96.0400000000011,96.0600000000011,3,0,96.0400000000011
25134,Bond_0,Offer,1000,Ctpy_1,96.0400000000011,96.0500000000011,4,1,96.1300000000011
25135,Bond_0,Bid,1000,Ctpy_0,96.1300000000011,96.1200000000011,3,1,96.0500000000011
25136,Bond_0,Bid,10000,Ctpy_0,96.0500000000011,96.0200000000011,4,1,96.0400000000011
25137,Bond_2,Bid,1000,Ctpy_3,123.209999999999,123.169999999999,2,1,123.129999999999
25138,Bond_0,Bid,1000,Ctpy_1,96.1100000000011,96.0900000000011,4,1,96.2300000000011
25139,Bond_0,Offer,1000,Ctpy_2,96.2300000000011,96.2400000000011,1,0,96.2500000000011
25140,Bond_1,Offer,1000,Ctpy_3,172.109999999999,172.139999999999,1,1,171.949999999999
25141,Bond_0,Offer,1000,Ctpy_0,96.2500000000011,96.2900000000011,1,0,96.2700000000011
25142,Bond_0,Offer,9630000,Ctpy_3,96.2700000000011,96.2800000000011,1,1,96.2800000000011
25143,Bond_2,Offer,1000,Ctpy_3,123.579999999999,123.589999999999,4,1,123.479999999999
25144,Bond_0,Offer,1510000,Ctpy_1,96.2600000000011,96.2700000000011,4,1,96.2000000000011
25145,Bond_2,Offer,10000000,Ctpy_0,123.519999999999,123.629999999999,4,0,123.579999999999
25146,Bond_0,Bid,10000000,Ctpy_3,96.1400000000011,96.0300000000011,2,0,95.9600000000011
25147,Bond_0,Offer,1000,Ctpy_3,95.9600000000011,96.0800000000011,2,0,96.0000000000011
25148,Bond_1,Bid,1000,Ctpy_0,172.359999999999,172.349999999999,2,1,172.349999999999
25149,Bond_2,Offer,1000,Ctpy_3,123.859999999999,123.909999999999,2,0,123.589999999999
25150,Bond_2,Offer,10000000,Ctpy_1,123.589999999999,123.609999999999,2,1,123.559999999999
25151,Bond_0,Bid,1000,Ctpy_1,95.7700000000011,95.7700000000011,2,1,95.7700000000011
25152,Bond_0,Bid,1000,Ctpy_3,95.7700000000011,95.7600000000011,1,1,95.6700000000011
25153,Bond_1,Bid,1000,Ctpy_2,172.799999999999,172.599999999999,3,0,172.629999999999
25154,Bond_2,Offer,1000,Ctpy_0,123.759999999999,123.769999999999,3,1,123.789999999999
25155,Bond_0,Offer,1000,Ctpy_0,95.5500000000011,95.5700000000011,1,0,95.5500000000011
25156,Bond_2,Bid,1000,Ctpy_3,123.699999999999,123.649999999999,2,0,123.619999999999
25157,Bond_2,Offer,220000,Ctpy_3,123.619999999999,123.629999999999,3,1,123.589999999999
25158,Bond_1,Offer,1000,Ctpy_3,171.339999999999,171.439999999999,3,0,171.209999999999
25159,Bond_2,Offer,1000,Ctpy_1,123.799999999999,123.809999999999,1,1,123.859999999999
25160,Bond_0,Offer,1000,Ctpy_3,95.7000000000011,95.7700000000011,4,0,95.7200000000011
25161,Bond_1,Bid,1000,Ctpy_3,171.169999999999,170.729999999999,3,0,170.849999999999
25162,Bond_1,Offer,1000,Ctpy_3,170.849999999999,171.019999999999,2,0,170.919999999999
25163,Bond_0,Bid,1000,Ctpy_0,95.8800000000011,95.8700000000011,1,1,95.8400000000011
25164,Bond_2,Offer,1000,Ctpy_2,124.339999999999,124.339999999999,4,1,124.369999999999
25165,Bond_0,Offer,10000000,Ctpy_0,95.7800000000011,95.7900000000011,2,1,95.7000000000011
25166,Bond_2,Offer,1000,Ctpy_3,124.199999999999,124.279999999999,3,0,124.389999999999
25167,Bond_0,Offer,1000,Ctpy_3,95.7700000000011,95.7700000000011,4,1,95.9400000000011
25168,Bond_2,Bid,1000,Ctpy_1,124.289999999999,124.259999999999,4,1,124.269999999999
25169,Bond_0,Offer,1000,Ctpy_3,95.8000000000011,95.8100000000011,3,1,95.8200000000011
25170,Bond_2,Offer,1000,Ctpy_3,124.189999999999,124.199999999999,4,1,124.199999999999
25171,Bond_0,Bid,10000000,Ctpy_3,95.7800000000011,95.7600000000011,4,1,95.9500000000011
25172,Bond_1,Bid,1000,Ctpy_1,170.059999999999,169.939999999999,3,0,169.729999999999
25173,Bond_2,Offer,1000,Ctpy_3,124.139999999999,124.149999999999,4,1,124.149999999999
25174,Bond_0,Offer,1000,Ctpy_1,95.9400000000011,95.9700000000011,2,0,95.9600000000011
25175,Bond_2,Bid,1000,Ctpy_3,124.249999999999,124.229999999999,4,1,124.479999999999
25176,Bond_2,Bid,1000,Ctpy_1,124.479999999999,124.249999999999,3,0,124.219999999999
25177,Bond_0,Offer,1000,Ctpy_3,96.2500000000011,96.2500000000011,3,1,96.1900000000011
25178,Bond_0,Bid,1000,Ctpy_0,96.1900000000011,96.1400000000011,3,0,96.1700000000011
25179,Bond_0,Bid,1000,Ctpy_3,96.1700000000011,96.1700000000011,3,1,96.2600000000011
25180,Bond_0,Offer,1000,Ctpy_1,96.2600000000011,96.2700000000011,2,1,96.2900000000011
25181,Bond_2,Offer,100000,Ctpy_3,124.639999999999,124.749999999999,3,0,124.669999999999
25182,Bond_0,Bid,1000,Ctpy_3,96.3200000000011,96.2400000000011,4,0,96.2800000000011
25183,Bond_0,Offer,1000,Ctpy_0,96.2800000000011,96.4700000000011,3,0,96.2000000000011
25184,Bond_2,Offer,1000,Ctpy_2,124.349999999999,124.389999999999,2,0,124.409999999999
25185,Bond_2,Bid,1000,Ctpy_0,124.409999999999,124.389999999999,1,1,124.379999999999
25186,Bond_2,Offer,1000,Ctpy_0,124.379999999999,124.399999999999,2,1,124.469999999999
25187,Bond_1,Bid,1000,Ctpy_1,169.379999999999,169.349999999999,4,1,169.449999999999
25188,Bond_0,Offer,6920000,Ctpy_1,96.0200000000011,96.0400000000011,1,0,96.0300000000011
25189,Bond_2,Bid,10000000,Ctpy_3,124.259999999999,124.249999999999,4,1,124.179999999999
25190,Bond_2,Offer,1000,Ctpy_3,124.179999999999,124.189999999999,1,1,124.319999999999
25191,Bond_2,Offer,60000,Ctpy_1,124.319999999999,124.329999999999,4,1,124.409999999999
25192,Bond_0,Bid,3600000,Ctpy_1,96.2700000000011,96.2500000000011,1,0,96.0800000000011
25193,Bond_0,Bid,1000,Ctpy_1,96.0800000000011,96.0600000000011,4,1,96.0600000000011
25194,Bond_0,Offer,10000000,Ctpy_3,96.0600000000011,96.0800000000011,1,0,96.1800000000011
25195,Bond_2,Bid,1000,Ctpy_3,124.579999999999,124.499999999999,3,0,124.509999999999
25196,Bond_1,Offer,1000,Ctpy_1,169.389999999999,169.529999999999,4,0,169.179999999999
25197,Bond_0,Bid,1000,Ctpy_1,95.9700000000011,95.9400000000011,4,0,95.9100000000011
25198,Bond_0,Offer,1000,Ctpy_3,95.9100000000011,95.9300000000011,3,1,96.0500000000011
25199,Bond_0,Offer,1000,Ctpy_3,96.0500000000011,96.0700000000011,2,1,95.9700000000011
25200,Bond_1,Bid,1000,Ctpy_3,169.739999999999,169.679999999999,1,0,169.579999999999
25201,Bond_0,Bid,1000,Ctpy_3,95.8200000000011,95.7400000000011,1,0,95.7100000000011
25202,Bond_0,Offer,10000000,Ctpy_1,95.7100000000011,95.7100000000011,2,1,95.6800000000011
25203,Bond_2,Offer,1000,Ctpy_1,124.839999999999,124.889999999999,1,0,124.829999999999
25204,Bond_2,Bid,1000,Ctpy_3,124.829999999999,124.829999999999,1,1,124.919999999999
25205,Bond_2,Bid,80000,Ctpy_3,124.919999999999,124.839999999999,3,0,124.839999999999
25206,Bond_2,Offer,1000,Ctpy_3,124.839999999999,124.929999999999,2,0,124.949999999999
25207,Bond_2,Bid,10000000,Ctpy_3,124.949999999999,124.889999999999,1,1,124.959999999999
25208,Bond_0,Offer,1000,Ctpy_1,95.4300000000011,95.4600000000011,4,1,95.3300000000011
25209,Bond_0,Bid,50000,Ctpy_1,95.3300000000011,95.3300000000011,2,1,95.3900000000011
25210,Bond_0,Bid,1000,Ctpy_1,95.3900000000011,95.3800000000011,4,1,95.2900000000011
25211,Bond_2,Bid,1000,Ctpy_3,124.779999999999,124.749999999999,4,1,124.669999999999
25212,Bond_0,Bid,1000,Ctpy_3,95.2600000000011,95.2500000000011,3,1,95.3300000000011
25213,Bond_2,Bid,1000,Ctpy_3,124.439999999999,124.429999999999,2,1,124.539999999999
25214,Bond_0,Bid,10000000,Ctpy_2,95.2400000000011,95.1900000000011,3,0,95.1200000000011
25215,Bond_2,Offer,1000,Ctpy_0,124.659999999999,124.669999999999,2,1,124.669999999999
25216,Bond_1,Bid,1000,Ctpy_0,169.149999999999,169.079999999999,2,0,169.079999999999
25217,Bond_2,Bid,1000,Ctpy_3,124.859999999999,124.789999999999,2,0,124.679999999999
25218,Bond_1,Offer,260000,Ctpy_1,169.159999999999,169.209999999999,4,1,169.599999999999
25219,Bond_0,Offer,10000000,Ctpy_3,95.0700000000011,95.1800000000011,3,0,95.0700000000011
25220,Bond_0,Offer,1000,Ctpy_3,95.0700000000011,95.0700000000011,3,1,94.9100000000011
25221,Bond_0,Offer,10000000,Ctpy_1,94.9100000000011,95.0100000000011,2,0,95.0000000000011
25222,Bond_0,Offer,1000,Ctpy_1,95.0000000000011,95.0000000000011,4,1,95.0500000000011
25223,Bond_0,Offer,1000,Ctpy_1,95.0500000000011,95.0600000000011,4,1,95.0200000000011
25224,Bond_0,Bid,1000,Ctpy_1,95.0200000000011,95.0000000000011,3,1,94.9300000000011
25225,Bond_2,Offer,1950000,Ctpy_3,124.829999999999,124.859999999999,3,1,124.729999999999
25226,Bond_0,Bid,1000,Ctpy_3,94.7900000000011,94.7900000000011,3,1,94.7300000000011
25227,Bond_0,Offer,1000,Ctpy_3,94.7300000000011,94.7400000000011,3,1,94.7000000000011
25228,Bond_0,Bid,10000000,Ctpy_0,94.7000000000011,94.7000000000011,4,1,94.5300000000011
25229,Bond_2,Bid,10000000,Ctpy_1,124.249999999999,124.159999999999,3,0,124.309999999999
25230,Bond_0,Bid,1000,Ctpy_3,94.4600000000011,94.4000000000011,1,0,94.4600000000011
25231,Bond_2,Offer,1000,Ctpy_0,124.219999999999,124.219999999999,3,1,124.229999999999
25232,Bond_2,Bid,1000,Ctpy_0,124.229999999999,124.189999999999,3,0,124.159999999999
25233,Bond_1,Bid,10000,Ctpy_3,170.849999999999,170.789999999999,4,1,170.739999999999
25234,Bond_0,Offer,10000000,Ctpy_1,94.6100000000011,94.6100000000011,4,1,94.4700000000011
25235,Bond_2,Bid,1000,Ctpy_0,123.979999999999,123.959999999999,4,1,123.909999999999
25236,Bond_2,Offer,40000,Ctpy_1,123.909999999999,123.959999999999,1,0,123.789999999999
25237,Bond_2,Offer,10000000,Ctpy_1,123.789999999999,123.909999999999,1,0,123.979999999999
25238,Bond_0,Offer,1000,Ctpy_0,94.4800000000011,94.6600000000011,1,0,94.5100000000011
25239,Bond_0,Offer,1000,Ctpy_0,94.5100000000011,94.5200000000011,1,1,94.5200000000011
25240,Bond_2,Offer,1000,Ctpy_2,123.829999999999,123.839999999999,4,1,123.849999999999
25241,Bond_2,Bid,1000,Ctpy_0,123.849999999999,123.839999999999,2,1,123.779999999999
25242,Bond_2,Bid,10000000,Ctpy_2,123.779999999999,123.739999999999,1,0,123.719999999999
25243,Bond_2,Offer,1000,Ctpy_0,123.719999999999,123.779999999999,2,0,123.779999999999
25244,Bond_0,Bid,1000,Ctpy_1,94.4800000000011,94.4300000000011,1,0,94.4300000000011
25245,Bond_0,Bid,10000000,Ctpy_0,94.4300000000011,94.4300000000011,3,1,94.3500000000011
25246,Bond_0,Bid,1000,Ctpy_1,94.3500000000011,94.3500000000011,2,1,94.3000000000011
25247,Bond_1,Offer,1000,Ctpy_2,172.219999999999,172.249999999999,3,0,172.269999999999
25248,Bond_0,Bid,30000,Ctpy_3,94.1800000000011,94.0600000000011,4,0,94.1000000000011
25249,Bond_0,Bid,1000,Ctpy_3,94.1000000000011,94.0600000000011,4,0,94.1800000000011
25250,Bond_0,Offer,1000,Ctpy_0,94.1800000000011,94.2100000000011,4,0,94.2600000000011
25251,Bond_1,Offer,1000,Ctpy_0,171.899999999999,172.029999999999,4,0,172.009999999999
25252,Bond_0,Offer,10000,Ctpy_1,94.3200000000011,94.3200000000011,2,1,94.2700000000011
25253,Bond_0,Offer,1000,Ctpy_1,94.2700000000011,94.2800000000011,4,1,94.3400000000011
25254,Bond_2,Bid,1000,Ctpy_3,124.159999999999,124.129999999999,2,1,124.279999999999
25255,Bond_2,Offer,1000,Ctpy_1,124.279999999999,124.369999999999,1,0,124.249999999999
25256,Bond_0,Bid,1000,Ctpy_3,94.4200000000011,94.4200000000011,1,1,94.2800000000011
25257,Bond_0,Bid,1110000,Ctpy_2,94.2800000000011,94.1400000000011,3,0,94.2400000000011
25258,Bond_2,Bid,1000,Ctpy_0,123.839999999999,123.799999999999,2,1,123.759999999999
25259,Bond_0,Bid,1000,Ctpy_3,94.1400000000011,94.1400000000011,2,1,94.1300000000011
25260,Bond_0,Offer,690000,Ctpy_3,94.1300000000011,94.1400000000011,2,1,94.2500000000011
25261,Bond_2,Offer,1000,Ctpy_1,123.349999999999,123.369999999999,1,1,123.309999999999
25262,Bond_0,Offer,1000,Ctpy_3,94.3300000000011,94.3400000000011,3,1,94.2200000000011
25263,Bond_0,Bid,1000,Ctpy_2,94.2200000000011,94.2200000000011,2,1,94.1900000000011
25264,Bond_0,Offer,1000,Ctpy_3,94.1900000000011,94.2500000000011,1,0,94.0200000000011
25265,Bond_2,Offer,1000,Ctpy_1,123.649999999999,123.699999999999,1,0,123.759999999999
25266,Bond_0,Bid,10000000,Ctpy_0,94.0800000000011,94.0700000000011,3,1,93.8800000000011
25267,Bond_0,Bid,1000,Ctpy_1,93.8800000000011,93.7200000000011,2,0,93.9100000000011
25268,Bond_2,Offer,1000,Ctpy_2,124.049999999999,124.079999999999,2,0,124.099999999999
25269,Bond_0,Bid,10000000,Ctpy_1,93.8600000000011,93.8400000000011,4,1,93.7900000000011
25270,Bond_0,Offer,1000,Ctpy_1,93.7900000000011,93.8200000000011,1,0,93.8100000000011
25271,Bond_0,Bid,1000,Ctpy_3,93.8100000000011,93.8000000000011,2,1,93.7100000000011
25272,Bond_2,Bid,350000,Ctpy_3,124.089999999999,124.029999999999,4,1,123.789999999999
25273,Bond_0,Bid,1000,Ctpy_3,93.7200000000011,93.6800000000011,1,0,93.7800000000011
25274,Bond_0,Offer,1000,Ctpy_0,93.7800000000011,93.8800000000011,3,0,93.8800000000011
25275,Bond_0,Bid,1000,Ctpy_0,93.8800000000011,93.8600000000011,4,1,93.8400000000011
